,EDA_mean,EDA_std,EDA_min,EDA_max,EDA_phasic_mean,EDA_phasic_std,EDA_phasic_min,EDA_phasic_max,EDA_smna_mean,EDA_smna_std,EDA_smna_min,EDA_smna_max,EDA_tonic_mean,EDA_tonic_std,EDA_tonic_min,EDA_tonic_max,BVP_mean,BVP_std,BVP_min,BVP_max,TEMP_mean,TEMP_std,TEMP_min,TEMP_max,ACC_x_mean,ACC_x_std,ACC_x_min,ACC_x_max,ACC_y_mean,ACC_y_std,ACC_y_min,ACC_y_max,ACC_z_mean,ACC_z_std,ACC_z_min,ACC_z_max,net_acc_mean,net_acc_std,net_acc_min,net_acc_max,BVP_peak_freq,TEMP_slope,0,1,2
0,0.10830291183826309,0.030514452009777086,-109.08,83.75,0.10830291183826309,0.1344548584514867,-109.08,83.75,0.10830291183826309,0.14432330118414652,-109.08,83.75,0.10830291183826309,0.18257873335577296,-109.08,83.75,0.10830291183826309,17.739307633763357,-109.08,83.75,0.10830291183826309,0.015173696051480211,-109.08,83.75,0.10830291183826309,0.012917885588372528,-109.08,83.75,0.10830291183826309,8.888192500205385e-06,-109.08,83.75,0.10830291183826309,8.888192500205385e-06,-109.08,83.75,0.10830291183826309,0.01291789170392036,-109.08,83.75,0.18089315997738833,0.0002600912600912813,True,False,False
0,0.12660572347663296,0.003899528363683357,-133.75,182.45,0.12660572347663296,0.013550530612735288,-133.75,182.45,0.12660572347663296,0.03559636478549275,-133.75,182.45,0.12660572347663296,0.00883371579796967,-133.75,182.45,0.12660572347663296,27.481898093041046,-133.75,182.45,0.12660572347663296,0.014445911533570277,-133.75,182.45,0.12660572347663296,0.011882065854680436,-133.75,182.45,0.12660572347663296,8.17549341910703e-06,-133.75,182.45,0.12660572347663296,8.17549341910703e-06,-133.75,182.45,0.12660572347663296,0.011882071479853502,-133.75,182.45,0.06334841628959277,-0.0001224991224991324,True,False,False
0,0.15203029215897657,0.010801327731928037,-376.79,382.3,0.15203029215897657,0.021675106312683646,-376.79,382.3,0.15203029215897657,0.09400048518812548,-376.79,382.3,0.15203029215897657,0.011007136112660139,-376.79,382.3,0.15203029215897657,86.48622547083956,-376.79,382.3,0.15203029215897657,0.017368157431403533,-376.79,382.3,0.15203029215897657,0.01420664166714943,-376.79,382.3,0.15203029215897657,9.774925242620243e-06,-376.79,382.3,0.15203029215897657,9.774925242620243e-06,-376.79,382.3,0.15203029215897657,0.011570670775907645,-376.79,382.3,0.07687959299039004,-0.00042188310078221397,True,False,False
0,0.08515938814686592,0.0084158431394745,-460.77,550.4,0.08515938814686592,0.03538039949113862,-460.77,550.4,0.08515938814686592,0.1019013985726206,-460.77,550.4,0.08515938814686592,0.0305167399153507,-460.77,550.4,0.08515938814686592,114.67709679086803,-460.77,550.4,0.08515938814686592,0.05613357288675022,-460.77,550.4,0.08515938814686592,0.012033117565024173,-460.77,550.4,0.08515938814686592,8.279425031586154e-06,-460.77,550.4,0.08515938814686592,8.279425031586154e-06,-460.77,550.4,0.08515938814686592,0.0120331232617077,-460.77,550.4,0.13574660633484165,0.0007232362232362405,True,False,False
0,0.1272957098926046,0.02391621759845899,-300.06,319.23,0.1272957098926046,0.07753341883447029,-300.06,319.23,0.1272957098926046,0.23896649624934965,-300.06,319.23,0.1272957098926046,0.021978293380892074,-300.06,319.23,0.1272957098926046,79.38226934957244,-300.06,319.23,0.1272957098926046,0.02371734379508361,-300.06,319.23,0.1272957098926046,0.011591652391758621,-300.06,319.23,0.1272957098926046,7.97567350698273e-06,-300.06,319.23,0.1272957098926046,7.97567350698273e-06,-300.06,319.23,0.1272957098926046,0.010295529780275585,-300.06,319.23,0.09949123798756358,0.0006225007325924624,True,False,False
0,0.11960988152376889,0.04673366795584805,-279.47,166.5,0.11960988152376889,0.045817717979227214,-279.47,166.5,0.11960988152376889,0.13621600458568708,-279.47,166.5,0.11960988152376889,0.15737729964791336,-279.47,166.5,0.11960988152376889,59.316017406687315,-279.47,166.5,0.11960988152376889,0.027991209908764796,-279.47,166.5,0.11960988152376889,0.00832290718545241,-279.47,166.5,0.11960988152376889,5.726602911875108e-06,-279.47,166.5,0.11960988152376889,5.726602911875108e-06,-279.47,166.5,0.11960988152376889,0.008322911125658928,-279.47,166.5,0.10407239819004525,0.0007474552474552784,True,False,False
0,0.17679387800797877,0.02132404681511534,-339.45,331.55,0.17679387800797877,0.1302159237554324,-339.45,331.55,0.17679387800797877,0.34579462273915945,-339.45,331.55,0.17679387800797877,0.11008255073625636,-339.45,331.55,0.17679387800797877,79.84352416801134,-339.45,331.55,0.17679387800797877,0.017515990333274303,-339.45,331.55,0.17679387800797877,0.008398847456681185,-339.45,331.55,0.17679387800797877,5.778853858408239e-06,-339.45,331.55,0.17679387800797877,5.778853858408239e-06,-339.45,331.55,0.17679387800797877,0.008398851432839126,-339.45,331.55,0.08597285067873305,0.0002828483195455612,True,False,False
0,0.06535806570804385,0.011225114380325703,-120.62,83.49,0.06535806570804385,0.06456962642522145,-120.62,83.49,0.06535806570804385,0.05971980434394837,-120.62,83.49,0.06535806570804385,0.037177972122242144,-120.62,83.49,0.06535806570804385,22.12885524329805,-120.62,83.49,0.06535806570804385,0.011820698714851443,-120.62,83.49,0.06535806570804385,0.0007970208999130116,-120.62,83.49,0.06535806570804385,5.483927796581662e-07,-120.62,83.49,0.06535806570804385,5.483927796581662e-07,-120.62,83.49,0.06535806570804385,0.0007970212772363284,-120.62,83.49,0.14471452798191067,-5.616005616005496e-06,True,False,False
0,0.13237576308737203,0.008095084222050198,-62.15,48.51,0.13237576308737203,0.008023402226842431,-62.15,48.51,0.13237576308737203,0.03740301393089532,-62.15,48.51,0.13237576308737203,0.017341329616009385,-62.15,48.51,0.13237576308737203,18.09375472961636,-62.15,48.51,0.13237576308737203,0.012887305561213798,-62.15,48.51,0.13237576308737203,0.0009390244543358892,-62.15,48.51,0.13237576308737203,6.460987795131273e-07,-62.15,48.51,0.13237576308737203,6.460987795131273e-07,-62.15,48.51,0.13237576308737203,0.0009390248988861155,-62.15,48.51,0.15384615384615385,-1.7311723733741713e-05,True,False,False
0,0.14861037496312327,0.006313410441928456,-163.01,157.24,0.14861037496312327,0.011775341251426794,-163.01,157.24,0.14861037496312327,0.037755160792126805,-163.01,157.24,0.14861037496312327,0.01322595335323373,-163.01,157.24,0.14861037496312327,43.64700536036705,-163.01,157.24,0.14861037496312327,0.014201124681252333,-163.01,157.24,0.14861037496312327,0.004000353970766726,-163.01,157.24,0.14861037496312327,2.7524563457304302e-06,-163.01,157.24,0.14861037496312327,2.7524563457304302e-06,-163.01,157.24,0.14861037496312327,0.003954589638964719,-163.01,157.24,0.11305822498586772,0.0001912951912951872,True,False,False
