,EDA_mean,EDA_std,EDA_min,EDA_max,EDA_phasic_mean,EDA_phasic_std,EDA_phasic_min,EDA_phasic_max,EDA_smna_mean,EDA_smna_std,EDA_smna_min,EDA_smna_max,EDA_tonic_mean,EDA_tonic_std,EDA_tonic_min,EDA_tonic_max,BVP_mean,BVP_std,BVP_min,BVP_max,TEMP_mean,TEMP_std,TEMP_min,TEMP_max,ACC_x_mean,ACC_x_std,ACC_x_min,ACC_x_max,ACC_y_mean,ACC_y_std,ACC_y_min,ACC_y_max,ACC_z_mean,ACC_z_std,ACC_z_min,ACC_z_max,net_acc_mean,net_acc_std,net_acc_min,net_acc_max,BVP_peak_freq,TEMP_slope,subject,label
0,0.1886366209843482,0.186329922994945,-304.69,462.67,0.1886366209843482,1.16693694462522,-304.69,462.67,0.1886366209843482,1.684072828127266,-304.69,462.67,0.1886366209843482,1.3822988459305052,-304.69,462.67,0.1886366209843482,64.65042446756146,-304.69,462.67,0.1886366209843482,0.0153481365326487,-304.69,462.67,0.1886366209843482,0.0131339893357509,-304.69,462.67,0.1886366209843482,9.036883374851658e-06,-304.69,462.67,0.1886366209843482,9.036883374851658e-06,-304.69,462.67,0.1886366209843482,0.0131263127736321,-304.69,462.67,0.1447145279819106,0.0001762021762022,S2,0
1,0.1337722868709851,0.0527224660374218,-477.35,346.7,0.1337722868709851,1.233542503533715,-477.35,346.7,0.1337722868709851,1.854536094387882,-477.35,346.7,0.1337722868709851,1.2790102174819882,-477.35,346.7,0.1337722868709851,75.30133678085245,-477.35,346.7,0.1337722868709851,0.032248225628153,-477.35,346.7,0.1337722868709851,0.0111331036088713,-477.35,346.7,0.1337722868709851,7.660167550132854e-06,-477.35,346.7,0.1337722868709851,7.660167550132854e-06,-477.35,346.7,0.1337722868709851,0.010731882122051,-477.35,346.7,0.1085972850678733,0.0009111969111969,S2,0
2,0.1751344313673924,0.087986375671875,-372.64,305.9,0.1751344313673924,0.599393364655754,-372.64,305.9,0.1751344313673924,0.7109270525023993,-372.64,305.9,0.1751344313673924,0.4984958560524987,-372.64,305.9,0.1751344313673924,73.77463771137494,-372.64,305.9,0.1751344313673924,0.0218136358900525,-372.64,305.9,0.1751344313673924,0.0091027414042078,-372.64,305.9,0.1751344313673924,6.263170340586865e-06,-372.64,305.9,0.1751344313673924,6.263170340586865e-06,-372.64,305.9,0.1751344313673924,0.0088546286627165,-372.64,305.9,0.1628038439796495,-0.0001677073236706,S2,0
3,0.1709542437424114,0.0474037906029606,-89.38,71.37,0.1709542437424114,0.1150190296672112,-89.38,71.37,0.1709542437424114,0.1860240761513585,-89.38,71.37,0.1709542437424114,0.0571768813076345,-89.38,71.37,0.1709542437424114,20.994410327944152,-89.38,71.37,0.1709542437424114,0.0079606205529272,-89.38,71.37,0.1709542437424114,0.0006761496524644,-89.38,71.37,0.1709542437424114,4.652269312139216e-07,-89.38,71.37,0.1709542437424114,4.652269312139216e-07,-89.38,71.37,0.1709542437424114,0.0006761499725652,-89.38,71.37,0.1493212669683258,-8.073008073007303e-05,S2,0
4,0.1721770767132738,0.0293053119461944,-42.36,54.65,0.1721770767132738,0.0197028007953535,-42.36,54.65,0.1721770767132738,0.0454150645886607,-42.36,54.65,0.1721770767132738,0.074329898073584,-42.36,54.65,0.1721770767132738,19.78073315540461,-42.36,54.65,0.1721770767132738,0.0321175526789117,-42.36,54.65,0.1721770767132738,0.0006073709141233,-42.36,54.65,0.1721770767132738,4.179035002920951e-07,-42.36,54.65,0.1721770767132738,4.179035002920951e-07,-42.36,54.65,0.1721770767132738,0.000607371201663,-42.36,54.65,0.1537591859807801,0.0008884881545432,S2,0
5,0.0678249443977765,0.089758199204777,-333.24,158.98,0.0678249443977765,0.5013440716082467,-333.24,158.98,0.0678249443977765,0.8598162826093873,-333.24,158.98,0.0678249443977765,0.2790929137435985,-333.24,158.98,0.0678249443977765,40.552322675444245,-333.24,158.98,0.0678249443977765,0.0416726803549227,-333.24,158.98,0.0678249443977765,0.0061960068780098,-333.24,158.98,0.0678249443977765,4.263182351910451e-06,-333.24,158.98,0.0678249443977765,4.263182351910451e-06,-333.24,158.98,0.0678249443977765,0.0056063373899228,-333.24,158.98,0.1538461538461538,0.0012067392067391,S2,0
6,0.2519064242348016,0.0922113896176805,-476.25,477.62,0.2519064242348016,0.8107809952626823,-476.25,477.62,0.2519064242348016,1.540588646418177,-476.25,477.62,0.2519064242348016,0.5700029705738346,-476.25,477.62,0.2519064242348016,96.1241005879948,-476.25,477.62,0.2519064242348016,0.0197119756359187,-476.25,477.62,0.2519064242348016,0.0088822588622454,-476.25,477.62,0.2519064242348016,6.111466622320444e-06,-476.25,477.62,0.2519064242348016,6.111466622320444e-06,-476.25,477.62,0.2519064242348016,0.0068803293864422,-476.25,477.62,0.1538461538461538,0.0002492166895836,S2,0
7,0.0992779691434695,0.0847293847223308,-460.63,461.69,0.0992779691434695,0.1751306438417355,-460.63,461.69,0.0992779691434695,0.514919228910637,-460.63,461.69,0.0992779691434695,0.1145881046534852,-460.63,461.69,0.0992779691434695,102.38129586174084,-460.63,461.69,0.0992779691434695,0.0179792375453585,-460.63,461.69,0.0992779691434695,0.0109030095937127,-460.63,461.69,0.0992779691434695,7.501850626989049e-06,-460.63,461.69,0.0992779691434695,7.501850626989049e-06,-460.63,461.69,0.0992779691434695,0.0093747077762086,-460.63,461.69,0.1492368569813454,0.0001060021060021,S2,0
8,0.2300289986548163,0.0587366283757374,-327.53,342.54,0.2300289986548163,0.1897660379320474,-327.53,342.54,0.2300289986548163,0.5796318809306275,-327.53,342.54,0.2300289986548163,0.1218837722184755,-327.53,342.54,0.2300289986548163,83.48568151149777,-327.53,342.54,0.2300289986548163,0.0220742548520378,-327.53,342.54,0.2300289986548163,0.0111518245673835,-327.53,342.54,0.2300289986548163,7.673048565520889e-06,-327.53,342.54,0.2300289986548163,7.673048565520889e-06,-327.53,342.54,0.2300289986548163,0.0097141124216119,-327.53,342.54,0.1493212669683258,-0.0005108761806009,S2,0
9,0.1854451466639305,0.1387421002619089,-299.49,263.34,0.1854451466639305,0.3963385583661514,-299.49,263.34,0.1854451466639305,0.8685446692222797,-299.49,263.34,0.1854451466639305,0.1549021260320938,-299.49,263.34,0.1854451466639305,77.56648113601815,-299.49,263.34,0.1854451466639305,0.0146268135081813,-299.49,263.34,0.1854451466639305,0.0015181224297622,-299.49,263.34,0.1854451466639305,1.04454899389661e-06,-299.49,263.34,0.1854451466639305,1.04454899389661e-06,-299.49,263.34,0.1854451466639305,0.0015181231484673,-299.49,263.34,0.0633126059920859,2.860652860652154e-05,S2,0
