,EDA_mean,EDA_std,EDA_min,EDA_max,EDA_phasic_mean,EDA_phasic_std,EDA_phasic_min,EDA_phasic_max,EDA_smna_mean,EDA_smna_std,EDA_smna_min,EDA_smna_max,EDA_tonic_mean,EDA_tonic_std,EDA_tonic_min,EDA_tonic_max,BVP_mean,BVP_std,BVP_min,BVP_max,TEMP_mean,TEMP_std,TEMP_min,TEMP_max,ACC_x_mean,ACC_x_std,ACC_x_min,ACC_x_max,ACC_y_mean,ACC_y_std,ACC_y_min,ACC_y_max,ACC_z_mean,ACC_z_std,ACC_z_min,ACC_z_max,net_acc_mean,net_acc_std,net_acc_min,net_acc_max,BVP_peak_freq,TEMP_slope,0,1,2
0,0.16259554937680767,0.7802880878499029,-339.74,209.23,0.16259554937680767,2.2991923054199934,-339.74,209.23,0.16259554937680767,3.5328034351051465,-339.74,209.23,0.16259554937680767,2.403534467411574,-339.74,209.23,0.16259554937680767,49.15262271836154,-339.74,209.23,0.16259554937680767,0.014821941850866665,-339.74,209.23,0.16259554937680767,0.010056561564472941,-339.74,209.23,0.16259554937680767,6.919449352892383e-06,-339.74,209.23,0.16259554937680767,6.919449352892383e-06,-339.74,209.23,0.16259554937680767,0.009812638807252515,-339.74,209.23,0.11758055398530243,0.0003206388206387994,True,False,False
0,0.20484430347661234,0.3175277069673049,-294.25,287.34,0.20484430347661234,0.40054615824820416,-294.25,287.34,0.20484430347661234,1.242725930323492,-294.25,287.34,0.20484430347661234,0.5630231957203802,-294.25,287.34,0.20484430347661234,57.92910293847121,-294.25,287.34,0.20484430347661234,0.010391258274088986,-294.25,287.34,0.20484430347661234,0.012090991602194281,-294.25,287.34,0.20484430347661234,8.319245447985798e-06,-294.25,287.34,0.20484430347661234,8.319245447985798e-06,-294.25,287.34,0.20484430347661234,0.009827760949384725,-294.25,287.34,0.11764705882352942,2.5447525447529422e-05,True,False,False
0,0.20192201395681264,0.12491862226014146,-341.2,298.6,0.20192201395681264,0.418165850017295,-341.2,298.6,0.20192201395681264,0.9601908743941416,-341.2,298.6,0.20192201395681264,0.358395050796323,-341.2,298.6,0.20192201395681264,77.26804245057704,-341.2,298.6,0.20192201395681264,0.01583593570030295,-341.2,298.6,0.20192201395681264,0.0057200100305327345,-341.2,298.6,0.20192201395681264,3.9356711984074646e-06,-341.2,298.6,0.20192201395681264,3.9356711984074646e-06,-341.2,298.6,0.20192201395681264,0.005720012738483251,-341.2,298.6,0.17184850197851892,4.941054482340619e-05,True,False,False
0,0.17719457421911514,0.8627006366996598,-545.87,611.26,0.17719457421911514,0.4961959786700643,-545.87,611.26,0.17719457421911514,1.0819922733016232,-545.87,611.26,0.17719457421911514,1.1721441161650632,-545.87,611.26,0.17719457421911514,106.87785618103928,-545.87,611.26,0.17719457421911514,0.1070133761428183,-545.87,611.26,0.17719457421911514,0.012476749707199298,-545.87,611.26,0.17719457421911514,8.584667546079408e-06,-545.87,611.26,0.17719457421911514,8.584667546079408e-06,-545.87,611.26,0.17719457421911514,0.008430915788351196,-545.87,611.26,0.0995475113122172,0.0016518076518076703,True,False,False
0,0.10596610379558018,0.05579931291342036,-154.96,96.6,0.10596610379558018,0.40724699980579576,-154.96,96.6,0.10596610379558018,0.2568566017959381,-154.96,96.6,0.10596610379558018,0.35050627304649806,-154.96,96.6,0.10596610379558018,35.03819846696666,-154.96,96.6,0.10596610379558018,0.015364443227871082,-154.96,96.6,0.10596610379558018,0.005998206642016041,-154.96,96.6,0.10596610379558018,4.127085266820807e-06,-154.96,96.6,0.10596610379558018,4.127085266820807e-06,-154.96,96.6,0.10596610379558018,0.005998209481669588,-154.96,96.6,0.13114754098360654,-0.00019376507449901035,True,False,False
0,0.1174571918838967,0.035442255394032486,-422.07,300.21,0.1174571918838967,0.038608652396033755,-422.07,300.21,0.1174571918838967,0.13411372687638576,-422.07,300.21,0.1174571918838967,0.025553772159352388,-422.07,300.21,0.1174571918838967,73.68560629973108,-422.07,300.21,0.1174571918838967,0.017268181200514897,-422.07,300.21,0.1174571918838967,0.0051241150383443245,-422.07,300.21,0.1174571918838967,3.5256637429113168e-06,-422.07,300.21,0.1174571918838967,3.5256637429113168e-06,-422.07,300.21,0.1174571918838967,0.005124117464187966,-422.07,300.21,0.04524886877828055,-1.4566514566524885e-05,True,False,False
0,0.19368374219558854,0.014022523524817776,-64.02,40.34,0.19368374219558854,0.009403654385231726,-64.02,40.34,0.19368374219558854,0.0054975878647755124,-64.02,40.34,0.19368374219558854,0.01217637798067396,-64.02,40.34,0.19368374219558854,18.115902589064387,-64.02,40.34,0.19368374219558854,0.01735768579616167,-64.02,40.34,0.19368374219558854,0.0004161001058457692,-64.02,40.34,0.19368374219558854,2.8629900882865563e-07,-64.02,40.34,0.19368374219558854,2.8629900882865563e-07,-64.02,40.34,0.19368374219558854,0.00041610030283467105,-64.02,40.34,0.14479638009049775,-0.00014606766900344514,True,False,False
0,0.1227833935045363,0.01076308314165013,-102.91,139.59,0.1227833935045363,0.003399682867310515,-102.91,139.59,0.1227833935045363,0.011163854509997552,-102.91,139.59,0.1227833935045363,0.013237989628369884,-102.91,139.59,0.1227833935045363,23.290041239813227,-102.91,139.59,0.1227833935045363,0.016910560254738707,-102.91,139.59,0.1227833935045363,0.0026774359721214625,-102.91,139.59,0.1227833935045363,1.8422183850746007e-06,-102.91,139.59,0.1227833935045363,1.8422183850746007e-06,-102.91,139.59,0.1227833935045363,0.002677437239665415,-102.91,139.59,0.14019219898247595,0.0001346963846963696,True,False,False
0,0.1824510822038435,0.008508757605307171,-270.02,241.76,0.1824510822038435,0.009131812883152526,-270.02,241.76,0.1824510822038435,0.03429432067107572,-270.02,241.76,0.1824510822038435,0.0056552668231081,-270.02,241.76,0.1824510822038435,60.92889346330081,-270.02,241.76,0.1824510822038435,0.018296005073589968,-270.02,241.76,0.1824510822038435,0.004393409207693412,-270.02,241.76,0.1824510822038435,3.0228992587844677e-06,-270.02,241.76,0.1824510822038435,3.0228992587844677e-06,-270.02,241.76,0.1824510822038435,0.004393411287608424,-270.02,241.76,0.11312217194570137,0.00010026373329123166,True,False,False
0,0.11892800946805746,0.01671670534374228,-133.04,160.96,0.11892800946805746,0.007514514906736578,-133.04,160.96,0.11892800946805746,0.025245924999580945,-133.04,160.96,0.11892800946805746,0.01660060205112282,-133.04,160.96,0.11892800946805746,49.44012719763869,-133.04,160.96,0.11892800946805746,0.017060598963985197,-133.04,160.96,0.11892800946805746,0.011382147654533797,-133.04,160.96,0.11892800946805746,7.831523102381275e-06,-133.04,160.96,0.11892800946805746,7.831523102381275e-06,-133.04,160.96,0.11892800946805746,0.011382153043037042,-133.04,160.96,0.1582815149802148,-0.00026123201123199376,True,False,False
0,0.23306363819139322,0.02897358631202972,-304.77,256.65,0.23306363819139322,0.0421628700628669,-304.77,256.65,0.23306363819139322,0.18664344085860193,-304.77,256.65,0.23306363819139322,0.03084445522309796,-304.77,256.65,0.23306363819139322,48.06159338766876,-304.77,256.65,0.23306363819139322,0.018751088122695353,-304.77,256.65,0.23306363819139322,0.013523065264811986,-304.77,256.65,0.23306363819139322,9.304588312399877e-06,-304.77,256.65,0.23306363819139322,9.304588312399877e-06,-304.77,256.65,0.23306363819139322,0.013358413344618977,-304.77,256.65,0.14027149321266968,-0.00044433424249938137,True,False,False
0,0.061167568551530736,0.018154061320619124,-174.69,135.77,0.061167568551530736,0.05809357345400888,-174.69,135.77,0.061167568551530736,0.14959929420806686,-174.69,135.77,0.061167568551530736,0.04906717204276428,-174.69,135.77,0.061167568551530736,37.834893225638076,-174.69,135.77,0.061167568551530736,0.02351748266523929,-174.69,135.77,0.061167568551530736,0.008306808680019118,-174.69,135.77,0.061167568551530736,5.7155262837165885e-06,-174.69,135.77,0.061167568551530736,5.7155262837165885e-06,-174.69,135.77,0.061167568551530736,0.007832501276626706,-174.69,135.77,0.14019219898247595,-0.000625131625131621,True,False,False
0,0.12241753527614435,0.01827203463519333,-116.76,214.89,0.12241753527614435,0.01939657382882771,-116.76,214.89,0.12241753527614435,0.06415380329336488,-116.76,214.89,0.12241753527614435,0.009659417504399775,-116.76,214.89,0.12241753527614435,24.92776925768141,-116.76,214.89,0.12241753527614435,0.02352930298953932,-116.76,214.89,0.12241753527614435,0.004314968987459497,-116.76,214.89,0.12241753527614435,2.9689282143416297e-06,-116.76,214.89,0.12241753527614435,2.9689282143416297e-06,-116.76,214.89,0.12241753527614435,0.004205449086990662,-116.76,214.89,0.04524886877828055,-0.0004974866442756189,True,False,False
0,0.09911569518504376,0.11996595260746831,-204.21,245.53,0.09911569518504376,0.07285410579350053,-204.21,245.53,0.09911569518504376,0.29551044574477026,-204.21,245.53,0.09911569518504376,0.08066407807592789,-204.21,245.53,0.09911569518504376,52.293013004630595,-204.21,245.53,0.09911569518504376,0.01763926234309335,-204.21,245.53,0.09911569518504376,0.002380169874773856,-204.21,245.53,0.09911569518504376,1.6376834959137503e-06,-204.21,245.53,0.09911569518504376,1.6376834959137503e-06,-204.21,245.53,0.09911569518504376,0.0023801710015869575,-204.21,245.53,0.04072398190045249,-0.00041242541242543295,True,False,False
