,EDA_mean,EDA_std,EDA_min,EDA_max,EDA_phasic_mean,EDA_phasic_std,EDA_phasic_min,EDA_phasic_max,EDA_smna_mean,EDA_smna_std,EDA_smna_min,EDA_smna_max,EDA_tonic_mean,EDA_tonic_std,EDA_tonic_min,EDA_tonic_max,BVP_mean,BVP_std,BVP_min,BVP_max,TEMP_mean,TEMP_std,TEMP_min,TEMP_max,ACC_x_mean,ACC_x_std,ACC_x_min,ACC_x_max,ACC_y_mean,ACC_y_std,ACC_y_min,ACC_y_max,ACC_z_mean,ACC_z_std,ACC_z_min,ACC_z_max,net_acc_mean,net_acc_std,net_acc_min,net_acc_max,BVP_peak_freq,TEMP_slope,0,1,2
0,0.13655865937630823,0.33914544636487,-280.28,243.7,0.13655865937630823,0.23811185150253023,-280.28,243.7,0.13655865937630823,0.4466413509409807,-280.28,243.7,0.13655865937630823,0.46097951437322776,-280.28,243.7,0.13655865937630823,71.49756774300172,-280.28,243.7,0.13655865937630823,0.01430646515444844,-280.28,243.7,0.13655865937630823,0.009322535575130493,-280.28,243.7,0.13655865937630823,6.414400422957454e-06,-280.28,243.7,0.13655865937630823,6.414400422957454e-06,-280.28,243.7,0.13655865937630823,0.009216238810537545,-280.28,243.7,0.045223289994347084,-0.00011117936117936269,True,False,False
0,0.319782135722069,0.06870838665234572,-292.01,373.55,0.319782135722069,0.03955157853719087,-292.01,373.55,0.319782135722069,0.12972428733537608,-292.01,373.55,0.319782135722069,0.07900958629864105,-292.01,373.55,0.319782135722069,97.65258423790286,-292.01,373.55,0.319782135722069,0.022605971531162873,-292.01,373.55,0.319782135722069,0.011616456851484257,-292.01,373.55,0.319782135722069,7.992740294840295e-06,-292.01,373.55,0.319782135722069,7.992740294840295e-06,-292.01,373.55,0.319782135722069,0.010707725575658073,-292.01,373.55,0.05429864253393665,0.0005561600561600257,True,False,False
0,-0.06129403328908361,0.040935115301461295,-211.69,187.78,-0.06129403328908361,0.03012543997545419,-211.69,187.78,-0.06129403328908361,0.11235529341985058,-211.69,187.78,-0.06129403328908361,0.07579461026865937,-211.69,187.78,-0.06129403328908361,48.99967350627413,-211.69,187.78,-0.06129403328908361,0.017233448161559514,-211.69,187.78,-0.06129403328908361,0.005267924264665469,-211.69,187.78,-0.06129403328908361,3.624612141091779e-06,-211.69,187.78,-0.06129403328908361,3.624612141091779e-06,-211.69,187.78,-0.06129403328908361,0.005267926758590857,-211.69,187.78,0.14019219898247595,-0.0003173816017852404,True,False,False
0,0.1603770417074612,0.05425053158751266,-170.0,146.0,0.1603770417074612,0.029603099436360716,-170.0,146.0,0.1603770417074612,0.04230528325610465,-170.0,146.0,0.1603770417074612,0.06494647435504869,-170.0,146.0,0.1603770417074612,46.99261697447005,-170.0,146.0,0.1603770417074612,0.013251514240141891,-170.0,146.0,0.1603770417074612,0.003263582556927163,-170.0,146.0,0.1603770417074612,2.245518417688327e-06,-170.0,146.0,0.1603770417074612,2.245518417688327e-06,-170.0,146.0,0.1603770417074612,0.003263584101962928,-170.0,146.0,0.12669683257918554,-0.00018550368550368306,True,False,False
0,0.16156929068466266,0.02505541632134632,-121.94,101.66,0.16156929068466266,0.008351465379665097,-121.94,101.66,0.16156929068466266,0.03318424485407614,-121.94,101.66,0.16156929068466266,0.033705520894820894,-121.94,101.66,0.16156929068466266,40.172228018574856,-121.94,101.66,0.16156929068466266,0.013219069621304487,-121.94,101.66,0.16156929068466266,0.0019375397971181916,-121.94,101.66,0.16156929068466266,1.3331304551184686e-06,-121.94,101.66,0.16156929068466266,1.3331304551184686e-06,-121.94,101.66,0.16156929068466266,0.0019375407143826485,-121.94,101.66,0.13114754098360654,-0.0002475937154836263,True,False,False
0,0.11098187686341628,0.015141930357983236,-165.79,134.46,0.11098187686341628,0.0072378062523847896,-165.79,134.46,0.11098187686341628,0.018297848038786913,-165.79,134.46,0.11098187686341628,0.018550694761671302,-165.79,134.46,0.11098187686341628,47.70498130876134,-165.79,134.46,0.11098187686341628,0.017360993831273028,-165.79,134.46,0.11098187686341628,0.002883051365114837,-165.79,134.46,0.11098187686341628,1.983692713936553e-06,-165.79,134.46,0.11098187686341628,1.983692713936553e-06,-165.79,134.46,0.11098187686341628,0.0028830527300006312,-165.79,134.46,0.13574660633484165,-0.00029940329940327784,True,False,False
0,0.13000078812618032,0.012530964596791613,-231.02,138.45,0.13000078812618032,0.005221542814624773,-231.02,138.45,0.13000078812618032,0.014302890753441586,-231.02,138.45,0.13000078812618032,0.01769045540021208,-231.02,138.45,0.13000078812618032,47.45318499580356,-231.02,138.45,0.13000078812618032,0.013683554707072988,-231.02,138.45,0.13000078812618032,0.003047409292563708,-231.02,138.45,0.13000078812618032,2.0967797116581672e-06,-231.02,138.45,0.13000078812618032,2.0967797116581672e-06,-231.02,138.45,0.13000078812618032,0.003047410735259354,-231.02,138.45,0.13574660633484165,0.00011396884791380063,True,False,False
0,0.04235229202119921,0.007697019945569949,-309.92,294.64,0.04235229202119921,0.006587850717491613,-309.92,294.64,0.04235229202119921,0.01946212469443702,-309.92,294.64,0.04235229202119921,0.011991515031202389,-309.92,294.64,0.04235229202119921,67.85378358205932,-309.92,294.64,0.04235229202119921,0.01101017377834519,-309.92,294.64,0.04235229202119921,0.004443144294791941,-309.92,294.64,0.04235229202119921,3.057119644552871e-06,-309.92,294.64,0.04235229202119921,3.057119644552871e-06,-309.92,294.64,0.04235229202119921,0.004443146398252395,-309.92,294.64,0.14019219898247595,0.00018497718497720726,True,False,False
0,0.20893736233460694,0.0037101032068098463,-339.2,241.32,0.20893736233460694,0.007011341385414241,-339.2,241.32,0.20893736233460694,0.012855591311171156,-339.2,241.32,0.20893736233460694,0.006040695904651285,-339.2,241.32,0.20893736233460694,91.14173267047431,-339.2,241.32,0.20893736233460694,0.020472921038965777,-339.2,241.32,0.20893736233460694,0.007498211350193014,-339.2,241.32,0.20893736233460694,5.159168304426579e-06,-339.2,241.32,0.20893736233460694,5.159168304426579e-06,-339.2,241.32,0.20893736233460694,0.007498214899974429,-339.2,241.32,0.08597285067873305,0.0005199828686066987,True,False,False
0,0.16360855707252225,0.006876860849752544,-401.71,390.46,0.16360855707252225,0.005619685962765787,-401.71,390.46,0.16360855707252225,0.019315121109747285,-401.71,390.46,0.16360855707252225,0.01079915424620617,-401.71,390.46,0.16360855707252225,102.01805856252271,-401.71,390.46,0.16360855707252225,0.023068693006529244,-401.71,390.46,0.16360855707252225,0.010283106151549277,-401.71,390.46,0.16360855707252225,7.07532408069044e-06,-401.71,390.46,0.16360855707252225,7.07532408069044e-06,-401.71,390.46,0.16360855707252225,0.010156633194690005,-401.71,390.46,0.11758055398530243,0.0005931905931906044,True,False,False
