,EDA_mean,EDA_std,EDA_min,EDA_max,EDA_phasic_mean,EDA_phasic_std,EDA_phasic_min,EDA_phasic_max,EDA_smna_mean,EDA_smna_std,EDA_smna_min,EDA_smna_max,EDA_tonic_mean,EDA_tonic_std,EDA_tonic_min,EDA_tonic_max,BVP_mean,BVP_std,BVP_min,BVP_max,TEMP_mean,TEMP_std,TEMP_min,TEMP_max,ACC_x_mean,ACC_x_std,ACC_x_min,ACC_x_max,ACC_y_mean,ACC_y_std,ACC_y_min,ACC_y_max,ACC_z_mean,ACC_z_std,ACC_z_min,ACC_z_max,net_acc_mean,net_acc_std,net_acc_min,net_acc_max,BVP_peak_freq,TEMP_slope,0,1,2
0,0.1554959785837208,0.4462074625941185,-142.84,125.03,0.1554959785837208,0.5898257896716969,-142.84,125.03,0.1554959785837208,0.7098664504509845,-142.84,125.03,0.1554959785837208,0.559178915781032,-142.84,125.03,0.1554959785837208,24.05483060660135,-142.84,125.03,0.1554959785837208,0.01897973921767733,-142.84,125.03,0.1554959785837208,0.011241715708946,-142.84,125.03,0.1554959785837208,7.73489845301248e-06,-142.84,125.03,0.1554959785837208,7.73489845301248e-06,-142.84,125.03,0.1554959785837208,0.010813351453486858,-142.84,125.03,0.13566986998304126,-0.0004899964899964873,True,False,False
0,0.13942313907868734,0.11935168132270069,-188.99,136.68,0.13942313907868734,0.05461226382497381,-188.99,136.68,0.13942313907868734,0.15767610463483794,-188.99,136.68,0.13942313907868734,0.057348428628593726,-188.99,136.68,0.13942313907868734,31.112185289281918,-188.99,136.68,0.13942313907868734,0.03141755462180521,-188.99,136.68,0.13942313907868734,0.012229782722284126,-188.99,136.68,0.13942313907868734,8.414741122122134e-06,-188.99,136.68,0.13942313907868734,8.414741122122134e-06,-188.99,136.68,0.13942313907868734,0.011403216574508967,-188.99,136.68,0.17647058823529413,0.0008209898209898254,True,False,False
0,0.16129295690830955,0.28357360098637957,-104.82,90.37,0.16129295690830955,0.1123492303439498,-104.82,90.37,0.16129295690830955,0.3059675261964111,-104.82,90.37,0.16129295690830955,0.161848929841954,-104.82,90.37,0.16129295690830955,22.378444353936004,-104.82,90.37,0.16129295690830955,0.02071131762312413,-104.82,90.37,0.16129295690830955,0.002034053612043039,-104.82,90.37,0.16129295690830955,1.3995370942013675e-06,-104.82,90.37,0.16129295690830955,1.3995370942013675e-06,-104.82,90.37,0.16129295690830955,0.0020340545749987855,-104.82,90.37,0.13566986998304126,-0.0005597457340576487,True,False,False
0,0.1563153370292109,0.7460319652954548,-71.3,81.53,0.1563153370292109,0.4825873509016104,-71.3,81.53,0.1563153370292109,1.153721722631608,-71.3,81.53,0.1563153370292109,0.09982508005437263,-71.3,81.53,0.1563153370292109,26.654276477897604,-71.3,81.53,0.1563153370292109,0.017532188908354528,-71.3,81.53,0.1563153370292109,0.0030304572839928413,-71.3,81.53,0.1563153370292109,2.0851158279356945e-06,-71.3,81.53,0.1563153370292109,2.0851158279356945e-06,-71.3,81.53,0.1563153370292109,0.003030458718663117,-71.3,81.53,0.13574660633484165,-0.0003608283608283894,True,False,False
0,0.1596821504050478,0.7625509545274087,-80.38,112.78,0.1596821504050478,0.3907091693197363,-80.38,112.78,0.1596821504050478,1.6436237517461567,-80.38,112.78,0.1596821504050478,0.1510407160164965,-80.38,112.78,0.1596821504050478,21.61883424730604,-80.38,112.78,0.1596821504050478,0.01803211093559015,-80.38,112.78,0.1596821504050478,0.007176522073962783,-80.38,112.78,0.1596821504050478,4.937828968911822e-06,-80.38,112.78,0.1596821504050478,4.937828968911822e-06,-80.38,112.78,0.1596821504050478,0.007176525471450997,-80.38,112.78,0.1582815149802148,0.0002757252665509805,True,False,False
0,0.09485184852412044,0.3827562450826871,-129.19,170.7,0.09485184852412044,0.3744777334012234,-129.19,170.7,0.09485184852412044,0.9746415017107183,-129.19,170.7,0.09485184852412044,0.2359529565712106,-129.19,170.7,0.09485184852412044,37.099056982880796,-129.19,170.7,0.09485184852412044,0.05377042706166633,-129.19,170.7,0.09485184852412044,0.005672519632258514,-129.19,170.7,0.09485184852412044,3.902995277964831e-06,-129.19,170.7,0.09485184852412044,3.902995277964831e-06,-129.19,170.7,0.09485184852412044,0.005672522317726263,-129.19,170.7,0.14479638009049775,0.0016305721305721389,True,False,False
0,0.24998773480816622,0.3809416337655749,-88.08,109.36,0.24998773480816622,0.24046925402618471,-88.08,109.36,0.24998773480816622,0.7626395742230838,-88.08,109.36,0.24998773480816622,0.32814594371755024,-88.08,109.36,0.24998773480816622,25.411193438787503,-88.08,109.36,0.24998773480816622,0.020775064519396938,-88.08,109.36,0.24998773480816622,0.0036567517390649765,-88.08,109.36,0.24998773480816622,2.516039731109362e-06,-88.08,109.36,0.24998773480816622,2.516039731109362e-06,-88.08,109.36,0.24998773480816622,0.003656753470233753,-88.08,109.36,0.14027149321266968,0.0004573180352996769,True,False,False
0,0.17175076477733892,0.32761150343961065,-140.05,141.96,0.17175076477733892,0.22971001747899694,-140.05,141.96,0.17175076477733892,0.7429571280735924,-140.05,141.96,0.17175076477733892,0.16090073971576152,-140.05,141.96,0.17175076477733892,16.815248931469874,-140.05,141.96,0.17175076477733892,0.034503916444075494,-140.05,141.96,0.17175076477733892,0.004664286967571806,-140.05,141.96,0.17175076477733892,3.209277567939851e-06,-140.05,141.96,0.17175076477733892,3.209277567939851e-06,-140.05,141.96,0.17175076477733892,0.004664289175724979,-140.05,141.96,0.1537591859807801,0.000987188487188506,True,False,False
0,0.17475671378189958,0.5756446539033433,-311.99,153.72,0.17475671378189958,0.17120399354229057,-311.99,153.72,0.17475671378189958,0.7749836224307144,-311.99,153.72,0.17475671378189958,0.30044339561130945,-311.99,153.72,0.17475671378189958,40.50568206766165,-311.99,153.72,0.17475671378189958,0.025713777379206357,-311.99,153.72,0.17475671378189958,0.008028300301126482,-311.99,153.72,0.17475671378189958,5.523897702739988e-06,-311.99,153.72,0.17475671378189958,5.523897702739988e-06,-311.99,153.72,0.17475671378189958,0.008028304101861065,-311.99,153.72,0.08144796380090498,0.0007199242612086387,True,False,False
0,0.18634075041431686,0.18058176175180157,-247.23,158.5,0.18634075041431686,0.17312768267794043,-247.23,158.5,0.18634075041431686,0.6998552542299957,-247.23,158.5,0.18634075041431686,0.18225833665672236,-247.23,158.5,0.18634075041431686,49.12312024694415,-247.23,158.5,0.18634075041431686,0.014000823192836466,-247.23,158.5,0.18634075041431686,0.005091548262274796,-247.23,158.5,0.18634075041431686,3.5032560684636043e-06,-247.23,158.5,0.18634075041431686,3.5032560684636043e-06,-247.23,158.5,0.18634075041431686,0.00509155067270077,-247.23,158.5,0.054267947993216506,-0.0002414882414882075,True,False,False
